,symbol,name,price_btc,price_usd,percent_change_1h,percent_change_24h,volume_usd_24h,market_cap_usd,available_supply,max_supply
195,OCN,Odyssey,0.00000335 BTC,$0.02,-3.88%,-24.87%,"10,214,600.0","$53,534,600.0","2,000,000,000.0",Unknown
196,INT,Internet Node Token,0.00004447 BTC,$0.35,-4.3%,-24.24%,"3,833,640.0","$53,297,250.0","150,000,000.0",Unknown
197,ATM,ATMChain,0.00000143 BTC,$0.01,0.07%,-14.87%,"23,197.4","$53,108,147.0","4,660,285,460.0",Unknown
198,TKN,TokenCard,0.0002668 BTC,$2.13,-3.79%,-17.75%,"32,907.0","$52,109,188.0","24,442,375.0",Unknown
199,DNT,district0x,0.00001064 BTC,$0.08,-5.2%,-21.69%,"1,030,130.0","$50,995,980.0","600,000,000.0",Unknown
200,LKK,Lykke,0.00002360 BTC,$0.18,-3.61%,-11.9%,"181,665.0","$50,812,058.0","269,408,494.0",Unknown
201,CDT,CoinDash,0.00000975 BTC,$0.07,-4.08%,-20.91%,"995,523.0","$50,740,320.0","651,246,649.0",Unknown
202,BURST,Burst,0.00000348 BTC,$0.02,-4.23%,-21.1%,"698,961.0","$50,002,638.0","1,800,339,818.0","2,158,812,800.0"
203,GVT,Genesis Vision,0.00166277 BTC,$13.2,-3.8%,-24.54%,"1,745,630.0","$49,516,247.0","3,726,781.0",Unknown
204,IDH,indaHash,0.00001877 BTC,$0.15,-3.88%,-19.79%,"317,993.0","$49,311,422.0","328,709,943.0",Unknown
205,BCC,BitConnect,0.00066675 BTC,$5.32,-3.4%,-19.54%,"318,793.0","$49,054,720.0","9,207,365.0","28,000,000.0"
206,QLC,QLINK,0.00002489 BTC,$0.19,-5.62%,-23.83%,"1,132,840.0","$47,727,600.0","240,000,000.0",Unknown
207,TRIG,Triggers,0.00018446 BTC,$1.47,-7.6%,-22.02%,"1,487,270.0","$47,322,337.0","32,105,578.0",Unknown
208,DPY,Delphy,0.00019339 BTC,$1.54,-1.18%,-14.5%,"69,260.7","$46,874,412.0","30,333,339.0",Unknown
209,DCT,DECENT,0.00011273 BTC,$0.90,-3.92%,-13.43%,"500,390.0","$46,214,575.0","51,306,089.0",Unknown
210,PRE,Presearch,0.00003708 BTC,$0.29,-0.74%,-5.34%,"33,974.8","$45,923,090.0","155,000,000.0","1,000,000,000.0"
211,HST,Decision Token,0.00018102 BTC,$1.44,1.01%,-17.67%,"176,518.0","$45,279,983.0","31,304,649.0",Unknown
212,AEON,Aeon,0.00035971 BTC,$2.87,-4.17%,-14.69%,"65,722.3","$44,397,501.0","15,446,048.0",Unknown
213,SLS,SaluS,0.00550001 BTC,$43.9,-4.83%,-20.35%,"204,941.0","$44,383,402.0","1,009,891.0",Unknown
214,CAPP,Cappasity,0.00001695 BTC,$0.13,-6.46%,-23.92%,"375,803.0","$44,322,457.0","327,243,078.0",Unknown
215,PURA,Pura,0.00003185 BTC,$0.25,-3.58%,-16.08%,"32,769.8","$43,942,677.0","172,666,849.0","350,000,000.0"
216,1ST,FirstBlood,0.00006407 BTC,$0.51,-2.38%,-15.91%,"672,799.0","$43,805,629.0","85,558,371.0",Unknown
217,DAT,Datum,0.00000671 BTC,$0.05,-5.95%,-16.61%,"3,877,540.0","$43,229,546.0","806,408,545.0",Unknown
218,MER,Mercury,0.00005330 BTC,$0.42,-0.78%,-12.02%,"14,818,700.0","$42,591,900.0","100,000,000.0",Unknown
219,CLOAK,CloakCoin,0.00104846 BTC,$8.37,-3.63%,-20.44%,"311,177.0","$42,339,486.0","5,053,693.0",Unknown
220,ADT,adToken,0.00000875 BTC,$0.06,-4.77%,-22.64%,"2,065,370.0","$41,934,120.0","600,000,000.0","1,000,000,000.0"
221,LUN,Lunyr,0.00228189 BTC,$18.2,-4.5%,-27.22%,"5,218,170.0","$41,898,593.0","2,297,853.0",Unknown
222,VIB,Viberate,0.00003193 BTC,$0.25,-3.55%,-19.94%,"8,604,820.0","$41,753,776.0","163,633,134.0",Unknown
223,TAAS,TaaS,0.00062965 BTC,$5.03,-2.13%,-13.06%,"464,482.0","$40,985,055.0","8,146,001.0",Unknown
224,MNX,MinexCoin,0.00169955 BTC,$13.5,-2.27%,-19.18%,"43,893.9","$40,741,500.0","3,000,000.0","19,000,000.0"
225,PRL,Oyster,0.00007644 BTC,$0.61,-6.65%,-17.24%,"691,285.0","$40,721,692.0","66,666,926.0",Unknown
226,GRID,Grid+,0.00012979 BTC,$1.03,-8.15%,-20.76%,"108,680.0","$40,692,165.0","39,236,491.0",Unknown
227,ECC,ECC,0.00000020 BTC,$0.00,-9.05%,-17.52%,"88,886.3","$40,306,000.0","25,000,000,000.0",Unknown
228,COLX,ColossusCoinXT,0.00000047 BTC,$0.00,-0.18%,-10.61%,"29,886.6","$40,280,511.0","10,724,738,924.0",Unknown
229,INK,Ink,0.00002820 BTC,$0.22,-3.53%,-17.64%,"20,572,400.0","$40,168,459.0","178,250,000.0","1,000,000,000.0"
230,CRW,Crown,0.00029452 BTC,$2.35,-2.05%,-16.92%,"47,814.8","$40,162,958.0","17,065,857.0","42,000,000.0"
231,UNITY,SuperNET,0.00615739 BTC,$49.2,-2.79%,-58.07%,"11,757.9","$40,151,578.0","816,061.0",Unknown
232,SXDT,Spectre.ai Dividend Token,0.00006328 BTC,$0.50,1.12%,-15.98%,"24,873.0","$40,044,073.0","79,191,384.0",Unknown
233,HVN,Hive,0.00001307 BTC,$0.10,-4.32%,-27.03%,"226,505.0","$39,152,625.0","375,000,000.0",Unknown
234,COSS,COSS,0.00007594 BTC,$0.60,-6.64%,-20.96%,"482,773.0","$38,855,881.0","64,035,243.0","200,000,000.0"
235,MGO,MobileGo,0.00004885 BTC,$0.39,-4.17%,-12.79%,"81,314.2","$38,267,729.0","98,028,877.0",Unknown
236,NMC,Namecoin,0.00032478 BTC,$2.59,-3.3%,-15.64%,"266,075.0","$38,244,495.0","14,736,400.0",Unknown
237,GRS,Groestlcoin,0.00006892 BTC,$0.55,-3.99%,-13.44%,"1,309,010.0","$38,197,109.0","69,360,634.0","105,000,000.0"
238,GTO,Gifto,0.00003006 BTC,$0.24,-4.77%,-19.58%,"1,603,350.0","$37,914,344.0","157,861,327.0",Unknown
239,JINN,Jinn,0.0787899 BTC,$629.,-2.74%,-15.91%,"2,518.34","$36,958,470.0","58,703.0",Unknown
240,BDG,BitDegree,0.00001333 BTC,$0.10,-6.5%,-26.42%,"188,696.0","$36,876,978.0","346,139,198.0",Unknown
241,THC,HempCoin,0.00002001 BTC,$0.15,-3.73%,-22.96%,"313,474.0","$36,851,940.0","230,478,760.0",Unknown
242,SNC,SunContract,0.00004104 BTC,$0.32,-6.84%,-15.01%,"5,766,190.0","$36,261,306.0","110,575,011.0",Unknown
243,IOC,I/O Coin,0.00027333 BTC,$2.18,-3.37%,-24.84%,"42,158.6","$36,070,138.0","16,514,950.0",Unknown
244,PEPECASH,Pepe Cash,0.00000635 BTC,$0.05,-0.15%,-9.39%,"379,571.0","$35,637,459.0","701,884,009.0",Unknown
245,SWFTC,SwftCoin,0.00000253 BTC,$0.02,-4.28%,-19.58%,"21,464,500.0","$35,448,525.0","1,750,000,000.0",Unknown
246,KEY,Selfkey,0.00000247 BTC,$0.01,-4.47%,-22.31%,"636,898.0","$35,181,849.0","1,785,690,303.0",Unknown
247,TIO,Trade Token,0.00005118 BTC,$0.40,-4.49%,-21.13%,"1,319,860.0","$34,467,980.0","84,285,536.0",Unknown
248,YOYOW,YOYOW,0.00001844 BTC,$0.14,-2.18%,-18.38%,"880,841.0","$34,102,594.0","231,436,247.0","1,000,000,000.0"
249,DIME,Dimecoin,0.000000008 BTC,$0.00,0.37%,-15.91%,"82,534.0","$33,985,036.0","539,096,740,560.0",Unknown
250,EVX,Everex,0.00025682 BTC,$2.05,-3.42%,-19.87%,"4,097,520.0","$33,860,640.0","16,500,000.0",Unknown
251,XSPEC,Spectrecoin,0.00020274 BTC,$1.62,-4.06%,-24.57%,"89,317.5","$33,673,583.0","20,785,264.0",Unknown
252,PAYX,Paypex,0.00006124 BTC,$0.48,-4.5%,-29.48%,773.177,"$33,462,085.0","68,380,258.0",Unknown
253,CFI,Cofound.it,0.00001285 BTC,$0.10,-3.68%,-20.27%,"321,043.0","$33,381,400.0","325,000,000.0",Unknown
254,FLASH,Flash,0.00000457 BTC,$0.03,-4.59%,-7.11%,"62,656.6","$32,845,230.0","900,000,000.0","900,000,000.0"
255,XSH,SHIELD,0.00000850 BTC,$0.06,-3.7%,-1.34%,"178,218.0","$32,727,774.0","481,708,043.0","660,000,000.0"
256,TRST,WeTrust,0.00004423 BTC,$0.35,-5.45%,-20.82%,"128,590.0","$32,566,309.0","92,147,500.0","100,000,000.0"
257,CV,carVertical,0.00000079 BTC,$0.00,-1.02%,-18.85%,"355,890.0","$32,546,365.0","5,171,589,622.0",Unknown
258,VOX,Voxels,0.00001938 BTC,$0.15,-4.25%,-25.05%,"2,501,540.0","$32,515,140.0","210,000,000.0","210,000,000.0"
259,MTH,Monetha,0.00001873 BTC,$0.14,-4.41%,-20.48%,"667,873.0","$32,465,845.0","216,964,020.0",Unknown
260,DMD,Diamond,0.00154076 BTC,$12.3,-6.86%,-24.7%,"70,200.6","$32,425,687.0","2,633,729.0","4,380,000.0"
261,POT,PotCoin,0.00001843 BTC,$0.14,-3.61%,-18.06%,"220,970.0","$32,301,200.0","219,306,391.0","420,000,000.0"
262,IXT,iXledger,0.00011229 BTC,$0.89,-2.56%,-10.45%,"354,117.0","$32,102,782.0","35,778,844.0",Unknown
263,TSL,Energo,0.00000690 BTC,$0.05,-8.81%,-15.02%,"899,201.0","$32,093,197.0","582,029,029.0",Unknown
264,TIX,Blocktix,0.00009954 BTC,$0.79,-0.98%,-12.6%,"4,443,020.0","$31,816,720.0","40,000,000.0",Unknown
265,DLT,Agrello,0.00004625 BTC,$0.36,-4.87%,-23.48%,"596,717.0","$31,776,846.0","85,978,873.0",Unknown
266,FTC,Feathercoin,0.00002081 BTC,$0.16,-3.69%,-19.02%,"197,256.0","$31,696,642.0","190,633,560.0","336,000,000.0"
267,SAFEX,Safe Exchange Coin,0.00000250 BTC,$0.01,-10.76%,-22.6%,"42,060.8","$30,838,924.0","1,543,157,590.0","2,147,483,647.0"
268,TAU,Lamden,0.00002688 BTC,$0.21,-13.87%,-28.13%,"163,678.0","$30,543,530.0","142,215,728.0",Unknown
269,BLT,Bloom,0.00009675 BTC,$0.77,-5.07%,-15.12%,"832,036.0","$30,460,274.0","39,402,008.0",Unknown
270,NET,Nimiq,0.00036193 BTC,$2.89,-4.32%,-16.39%,"139,184.0","$30,366,735.0","10,500,000.0",Unknown
271,SHIFT,Shift,0.00032289 BTC,$2.58,-6.11%,-31.69%,"803,020.0","$30,148,752.0","11,685,110.0",Unknown
272,ZSC,Zeusshield,0.00000325 BTC,$0.02,-3.45%,-23.72%,"871,537.0","$29,951,535.0","1,153,170,765.0",Unknown
273,MDA,Moeda Loyalty Points,0.00019066 BTC,$1.52,-2.51%,-6.82%,"1,895,820.0","$29,904,415.0","19,628,888.0",Unknown
274,LA,LAToken,0.00004761 BTC,$0.38,-2.95%,-16.7%,"1,294,290.0","$29,615,636.0","77,839,404.0","1,000,000,000.0"
275,SIB,SIBCoin,0.00022203 BTC,$1.77,-3.79%,-17.79%,"133,831.0","$28,917,195.0","16,299,274.0",Unknown
276,CAT,BitClave,0.00000718 BTC,$0.05,-3.05%,-17.51%,"614,689.0","$28,755,120.0","501,394,406.0",Unknown
277,PASC,Pascal Coin,0.00019819 BTC,$1.58,-3.18%,-12.28%,"324,392.0","$27,828,566.0","17,572,200.0",Unknown
278,KRM,Karma,0.00000344 BTC,$0.02,-6.7%,-22.18%,"5,854.97","$27,630,687.0","1,005,414,013.0",Unknown
279,MOT,Olympus Labs,0.00009638 BTC,$0.77,-2.82%,-17.66%,"1,428,910.0","$27,474,693.0","35,674,470.0",Unknown
280,HMQ,Humaniq,0.00002110 BTC,$0.16,-4.57%,-20.84%,"670,322.0","$27,459,018.0","162,862,944.0","920,952,070.0"
281,WRC,Worldcore,0.00001961 BTC,$0.15,-4.15%,-19.57%,"990,030.0","$27,433,323.0","175,109,299.0",Unknown
282,VRC,VeriCoin,0.00010995 BTC,$0.87,-6.12%,-22.1%,"2,008,460.0","$27,044,202.0","30,780,843.0",Unknown
283,NEU,Neumark,0.00011717 BTC,$0.93,-3.14%,-10.85%,"132,543.0","$26,897,689.0","28,728,253.0","1,500,000,000.0"
284,SBD,Steem Dollars,0.00041467 BTC,$3.31,-4.58%,-15.29%,"8,740,850.0","$26,873,912.0","8,110,382.0",Unknown
285,PRO,Propy,0.00020121 BTC,$1.60,-2.84%,-17.84%,"11,414,400.0","$26,820,933.0","16,681,759.0",Unknown
286,NLC2,NoLimitCoin,0.00001622 BTC,$0.12,-12.26%,-13.32%,"93,560.9","$26,620,207.0","205,374,311.0",Unknown
287,XWC,WhiteCoin,0.00001331 BTC,$0.10,-3.93%,-19.74%,"80,673.4","$26,440,468.0","248,692,299.0",Unknown
288,GTC,Game.com,0.00001097 BTC,$0.08,-3.38%,-17.6%,"1,467,020.0","$26,286,120.0","300,000,000.0",Unknown
289,LEO,LEOcoin,0.00003365 BTC,$0.26,-2.35%,-1.67%,"11,142.4","$26,217,636.0","97,505,014.0","1,000,000,000.0"
290,FAIR,FairCoin,0.00006162 BTC,$0.49,-5.59%,-15.46%,"13,188.2","$26,191,260.0","53,193,831.0",Unknown
291,MOON,Mooncoin,0.00000001 BTC,$0.00,-22.83%,-27.83%,"36,952.2","$26,090,962.0","223,454,224,875.0",Unknown
292,UNO,Unobtanium,0.0162637 BTC,$129.,-2.9%,-12.13%,"34,414.4","$25,753,634.0","198,169.0",Unknown
293,AMP,Synereo,0.00003902 BTC,$0.31,-6.69%,-23.36%,"249,348.0","$25,649,414.0","82,256,324.0",Unknown
294,CAN,CanYaCoin,0.00008736 BTC,$0.69,-5.13%,-25.62%,"328,144.0","$25,626,177.0","36,711,249.0",Unknown
295,OTN,Open Trading Network,0.00087467 BTC,$6.98,-3.74%,-25.79%,"70,714.4","$25,107,857.0","3,592,379.0","100,000,000.0"
296,XEL,Elastic,0.00003438 BTC,$0.27,-3.93%,-22.09%,"158,880.0","$24,554,081.0","89,390,937.0",Unknown
297,PUT,Profile Utility Token,0.00014433 BTC,$1.15,-3.79%,-18.42%,"1,855,740.0","$24,130,263.0","20,923,343.0",Unknown
298,BCPT,BlockMason Credit Protocol,0.00006657 BTC,$0.53,-6.58%,-23.29%,"2,135,850.0","$24,025,076.0","45,166,200.0",Unknown
299,ORME,Ormeus Coin,0.00017586 BTC,$1.40,-1.29%,-13.45%,"514,158.0","$23,930,113.0","17,029,321.0",Unknown
300,BLK,BlackCoin,0.00003897 BTC,$0.31,-3.28%,-9.04%,"530,686.0","$23,870,761.0","76,647,896.0",Unknown
301,BOT,Bodhi,0.00007453 BTC,$0.59,-0.6%,-16.81%,"705,630.0","$23,823,040.0","40,000,000.0","100,000,000.0"
302,QUN,QunQun,0.00000850 BTC,$0.06,-0.53%,-19.02%,"17,879,700.0","$23,734,186.0","349,367,127.0",Unknown
303,DRT,DomRaider,0.00000501 BTC,$0.04,-4.6%,-7.66%,"3,392.59","$23,682,832.0","591,500,000.0",Unknown
304,POSW,PoSW Coin,0.00006644 BTC,$0.53,-2.27%,-17.43%,"103,188.0","$23,414,322.0","44,100,000.0",Unknown
305,GRC,GridCoin,0.00000744 BTC,$0.05,-2.58%,-14.75%,"71,168.9","$23,190,784.0","390,312,753.0",Unknown
306,BBR,Boolberry,0.00026126 BTC,$2.08,-3.78%,-8.82%,"7,717.99","$23,032,851.0","11,032,961.0","18,450,000.0"
307,MSP,Mothership,0.00002052 BTC,$0.16,-3.49%,-18.34%,"59,229.3","$22,951,600.0","140,000,000.0",Unknown
308,BCAP,BCAP,0.00028069 BTC,$2.24,-4.39%,-17.14%,"6,642.15","$22,428,700.0","10,000,000.0",Unknown
309,BITUSD,bitUSD,0.00012911 BTC,$1.03,0.79%,-0.31%,"471,194.0","$22,399,206.0","21,711,600.0",Unknown
310,MYB,MyBit Token,0.00097987 BTC,$7.82,-8.41%,0.1%,"45,675.3","$21,919,311.0","2,799,476.0",Unknown
311,GUP,Matchpool,0.00003621 BTC,$0.28,-4.67%,-23.41%,"2,093,220.0","$21,700,050.0","75,000,000.0",Unknown
312,STX,Stox,0.00006397 BTC,$0.51,-3.25%,-13.57%,"939,824.0","$21,585,639.0","42,225,264.0",Unknown
313,DNA,EncrypGen,0.00004308 BTC,$0.34,-5.96%,-22.48%,"95,963.6","$21,512,494.0","62,487,457.0",Unknown
314,EXP,Expanse,0.00033946 BTC,$2.71,-3.47%,-17.32%,"2,006,100.0","$21,446,259.0","7,906,397.0",Unknown
315,SNOV,Snovio,0.00000657 BTC,$0.05,-3.01%,-16.01%,"1,127,010.0","$21,259,699.0","405,001,426.0",Unknown
316,EBTC,eBitcoin,0.00013971 BTC,$1.11,-4.93%,-4.91%,"457,488.0","$21,095,996.0","18,897,126.0",Unknown
317,SLR,SolarCoin,0.00006762 BTC,$0.54,-4.54%,-22.37%,"181,695.0","$21,056,950.0","38,970,752.0",Unknown
318,OMNI,Omni,0.00468446 BTC,$37.4,-3.67%,-9.63%,"286,691.0","$20,982,470.0","560,549.0",Unknown
319,PHR,Phore,0.00031101 BTC,$2.48,-6.74%,-20.1%,"108,167.0","$20,918,676.0","8,417,470.0",Unknown
320,COV,Covesting,0.00014743 BTC,$1.17,-3.67%,-13.05%,"91,495.7","$20,616,400.0","17,500,000.0",Unknown
321,ARN,Aeron,0.00019833 BTC,$1.58,-4.68%,-23.23%,"977,475.0","$20,602,530.0","13,000,000.0",Unknown
322,AIR,AirToken,0.00000242 BTC,$0.01,-4.16%,-16.18%,"1,188,900.0","$20,291,250.0","1,050,000,000.0",Unknown
323,RADS,Radium,0.00073288 BTC,$5.85,-3.84%,-17.53%,"169,114.0","$20,172,432.0","3,444,640.0",Unknown
324,RISE,Rise,0.00002215 BTC,$0.17,-1.8%,-27.21%,"3,628,530.0","$20,027,222.0","113,139,200.0",Unknown
325,OK,OKCash,0.00003365 BTC,$0.26,-3.8%,-18.84%,"272,453.0","$19,821,183.0","73,715,112.0","105,000,000.0"
326,MUE,MonetaryUnit,0.00002000 BTC,$0.15,-4.22%,-15.43%,"97,170.4","$19,804,484.0","123,902,701.0","4,000,000,000.0"
327,VIU,Viuly,0.00000400 BTC,$0.03,-6.59%,-14.2%,"1,730,190.0","$19,746,407.0","618,120,217.0",Unknown
328,ART,Maecenas,0.00008192 BTC,$0.65,-4.21%,-12.55%,"2,849.39","$19,736,499.0","30,150,150.0",Unknown
329,ONION,DeepOnion,0.00050942 BTC,$4.07,-9.99%,-25.07%,"119,270.0","$19,699,256.0","4,839,387.0","25,000,000.0"
330,LIFE,LIFE,0.00000018 BTC,$0.00,20.04%,5.05%,"117,302.0","$19,698,758.0","13,752,082,588.0","100,000,000,000.0"
331,NMR,Numeraire,0.00190224 BTC,$15.2,-6.07%,-22.29%,"181,873.0","$19,683,231.0","1,294,932.0","21,000,000.0"
332,NVST,NVO,0.00016331 BTC,$1.30,-3.6%,-9.3%,"2,987.76","$19,573,800.0","15,000,000.0",Unknown
333,XMY,Myriad,0.00000158 BTC,$0.01,-2.89%,-15.03%,"178,479.0","$19,560,994.0","1,549,790,750.0",Unknown
334,DBET,DecentBet,0.00002348 BTC,$0.18,4.51%,-11.58%,"30,219.5","$19,496,055.0","103,931,289.0",Unknown
335,STAR,Starbase,0.00001285 BTC,$0.10,-29.68%,-4.49%,"20,702.3","$19,250,625.0","187,500,000.0",Unknown
336,BLUE,BLUE,0.00006532 BTC,$0.52,-11.7%,-4.47%,"53,931.9","$19,126,014.0","36,645,278.0","42,000,000.0"
337,PPY,Peerplays,0.0006 BTC,$4.79,-3.21%,-31.61%,"44,867.1","$18,960,393.0","3,954,696.0",Unknown
338,BITB,Bean Cash,0.00000099 BTC,$0.00,-7.88%,-19.87%,"330,623.0","$18,658,964.0","2,347,639,000.0",Unknown
339,OAX,OAX,0.00009313 BTC,$0.74,-5.17%,-19.25%,"393,824.0","$18,611,008.0","25,009,250.0",Unknown
340,CREDO,Credo,0.00000423 BTC,$0.03,-15.37%,-41.9%,"2,936.12","$18,583,865.0","549,891,703.0",Unknown
341,PRG,Paragon,0.00003517 BTC,$0.28,-3.49%,-12.3%,"180,293.0","$18,251,606.0","64,936,619.0",Unknown
342,BMC,Blackmoon,0.00010599 BTC,$0.84,-2.07%,-11.22%,"683,843.0","$17,729,531.0","20,933,262.0",Unknown
343,XNN,Xenon,0.00000738 BTC,$0.05,-4.24%,-2.58%,"1,840.18","$17,702,940.0","300,000,000.0",Unknown
344,TGT,Target Coin,0.00000232 BTC,$0.01,3.66%,-30.16%,"2,429.15","$17,625,763.0","952,429,892.0",Unknown
345,SWT,Swarm City,0.0002735 BTC,$2.18,-4.26%,-16.28%,"175,981.0","$17,590,607.0","8,049,000.0",Unknown
346,LUX,LUXCoin,0.00215041 BTC,$17.1,-5.93%,-16.25%,"282,722.0","$17,355,383.0","1,010,020.0","60,000,000.0"
347,HGT,HelloGold,0.00000826 BTC,$0.06,-4.05%,-30.11%,"152,683.0","$17,354,264.0","263,034,654.0",Unknown
348,CSNO,BitDice,0.00003099 BTC,$0.24,-0.13%,-10.25%,"11,260.3","$17,333,260.0","70,000,000.0",Unknown
349,NSR,NuShares,0.00000078 BTC,$0.00,-3.96%,-3.96%,"2,155.73","$17,312,008.0","2,777,600,756.0",Unknown
350,XUC,Exchange Union,0.00108052 BTC,$8.63,-1.01%,4.15%,"2,083,000.0","$17,268,140.0","2,000,000.0",Unknown
351,WCT,Waves Community Token,0.0002159 BTC,$1.72,-3.04%,-14.22%,"34,218.0","$17,206,020.0","9,973,579.0",Unknown
352,PST,Primas,0.00004198 BTC,$0.33,-4.0%,-20.62%,"168,030.0","$17,175,194.0","51,200,000.0",Unknown
353,RBY,Rubycoin,0.00008499 BTC,$0.67,-3.82%,-13.85%,"13,238.3","$17,161,390.0","25,270,114.0",Unknown
354,ALIS,ALIS,0.00005526 BTC,$0.44,-6.05%,-7.06%,"17,714.0","$17,017,472.0","38,538,648.0",Unknown
355,GOLOS,Golos,0.00001710 BTC,$0.13,-7.81%,-31.93%,"159,169.0","$17,012,767.0","124,518,891.0",Unknown
356,ENRG,Energycoin,0.00001738 BTC,$0.13,-2.65%,-14.24%,"30,813.2","$16,888,445.0","121,606,340.0",Unknown
357,OCT,OracleChain,0.00006863 BTC,$0.54,-3.35%,-16.6%,"19,369.6","$16,452,690.0","30,000,000.0",Unknown
358,UNIT,Universal Currency,0.00015898 BTC,$1.27,-4.99%,-11.59%,"36,638.6","$16,403,037.0","12,911,711.0","210,000,000.0"
359,OXY,Oxycoin,0.00002150 BTC,$0.17,6.59%,-15.59%,"5,897.47","$16,389,316.0","95,418,196.0",Unknown
360,XAUR,Xaurum,0.00001608 BTC,$0.12,-1.59%,-15.36%,"76,635.9","$16,329,237.0","127,105,445.0",Unknown
361,PKT,Playkey,0.00014981 BTC,$1.19,-2.88%,-16.81%,"9,669.92","$16,317,738.0","13,631,512.0",Unknown
362,NYC,NewYorkCoin,0.00000002 BTC,$0.00,8.02%,-19.66%,"48,805.4","$16,247,180.0","132,185,463,284.0",Unknown
363,SOAR,Soarcoin,0.00000263 BTC,$0.02,-4.38%,-15.13%,"23,704.4","$16,110,926.0","768,002,488.0","5,000,000,000.0"
364,VOISE,Voise,0.00000404 BTC,$0.03,-2.89%,-18.73%,"1,330,130.0","$16,107,632.0","498,887,537.0",Unknown
365,PRA,ProChain,0.00004325 BTC,$0.34,-6.23%,-21.03%,"517,733.0","$16,054,178.0","46,448,224.0",Unknown
366,NEOS,NeosCoin,0.00054277 BTC,$4.33,-5.0%,-17.94%,"39,075.9","$15,960,079.0","3,679,930.0",Unknown
367,BSD,BitSend,0.00010987 BTC,$0.87,5.45%,-10.85%,"795,778.0","$15,868,052.0","18,074,825.0",Unknown
368,LMC,LoMoCoin,0.00000876 BTC,$0.06,0.1%,-17.77%,"72,575.9","$15,771,454.0","225,354,454.0",Unknown
369,NXC,Nexium,0.00002959 BTC,$0.23,-3.6%,-16.34%,"57,206.3","$15,728,497.0","66,521,026.0",Unknown
370,GAT,Gatcoin,0.00000367 BTC,$0.02,-9.49%,-23.71%,"40,007.8","$15,530,981.0","529,861,449.0",Unknown
371,KICK,KickCoin,0.00000603 BTC,$0.04,-5.17%,-16.61%,"266,979.0","$15,464,486.0","321,137,782.0",Unknown
372,BNTY,Bounty0x,0.00001589 BTC,$0.12,-7.08%,-21.03%,"223,237.0","$15,410,056.0","121,346,665.0",Unknown
373,DICE,Etheroll,0.00027436 BTC,$2.19,-3.08%,-14.67%,"51,848.7","$15,349,727.0","7,001,623.0","7,001,622.0"
374,IFT,InvestFeed,0.00001002 BTC,$0.08,-6.6%,-14.05%,"26,910.2","$15,325,199.0","191,381,257.0",Unknown
375,RVT,Rivetz,0.00007306 BTC,$0.58,-8.53%,-21.84%,"65,996.8","$15,320,733.0","26,244,468.0",Unknown
376,CLAM,Clams,0.00067027 BTC,$5.35,-4.27%,-18.66%,"115,087.0","$15,286,063.0","2,854,061.0",Unknown
377,AVT,Aventus,0.00031818 BTC,$2.54,-1.67%,-9.99%,"527,766.0","$15,254,760.0","6,000,000.0",Unknown
378,PLBT,Polybius,0.0004952 BTC,$3.95,-2.57%,-14.27%,"16,591.7","$15,119,284.0","3,820,954.0",Unknown
379,GBX,GoByte,0.00279734 BTC,$22.3,-5.79%,-21.64%,"362,248.0","$15,103,695.0","675,702.0","31,800,000.0"
380,TIPS,FedoraCoin,0.000000004 BTC,$0.00,-0.17%,-17.35%,"6,626.57","$15,083,185.0","443,168,182,458.0",Unknown
381,HDG,Hedge,0.00050135 BTC,$4.00,0.04%,-24.98%,"34,883.5","$14,861,252.0","3,709,674.0",Unknown
382,ECOB,Ecobit,0.00000416 BTC,$0.03,-5.37%,-14.86%,"4,167.63","$14,786,178.0","444,444,444.0",Unknown
383,PND,Pandacoin,0.00000006 BTC,$0.00,-0.91%,-16.11%,"26,298.8","$14,768,015.0","32,514,916,898.0",Unknown
384,UQC,Uquid Coin,0.00018396 BTC,$1.46,-3.82%,-13.24%,"87,006.8","$14,699,800.0","10,000,000.0",Unknown
385,ATB,ATBCoin,0.00004445 BTC,$0.35,-2.12%,-13.26%,"3,514,720.0","$14,502,365.0","40,829,190.0","300,000,000.0"
386,BQ,bitqy,0.00000062 BTC,$0.00,-2.82%,-2.76%,"1,830.62","$14,363,853.0","2,913,288,557.0",Unknown
387,BPT,Blockport,0.00003585 BTC,$0.28,-7.8%,-20.92%,"93,948.5","$14,206,211.0","49,596,285.0",Unknown
388,DOVU,Dovu,0.00002780 BTC,$0.22,-4.52%,-17.51%,"54,141.1","$14,173,329.0","63,793,250.0",Unknown
389,ZOI,Zoin,0.00010737 BTC,$0.85,-0.48%,-33.62%,"170,804.0","$14,151,435.0","16,493,725.0","21,000,000.0"
390,AIT,AICHAIN,0.00000915 BTC,$0.07,-3.78%,-14.44%,"2,165,340.0","$14,150,289.0","193,535,756.0",Unknown
391,TIME,Chronobank,0.00249341 BTC,$19.9,-4.75%,-10.6%,"134,811.0","$14,148,288.0","710,113.0",Unknown
392,GAM,Gambit,0.00147 BTC,$11.7,-4.19%,-21.8%,"10,055.0","$14,098,841.0","1,200,279.0",Unknown
393,SPF,SportyCo,0.00003398 BTC,$0.27,-4.56%,-11.83%,"1,645,520.0","$13,830,966.0","50,932,091.0",Unknown
394,RNT,OneRoot Network,0.00000931 BTC,$0.07,-5.59%,-20.66%,"648,885.0","$13,800,687.0","185,501,579.0",Unknown
